"AdminArea" "Province" "Municipality" "med_price_house" "newshops" "bankrupcies" "Mean_income" "tax_forms" "hotel_restaur" "Industries" "health_social"
"Vlaams_Gewest" "Oost_Vlaanderen" "Sint_Niklaas_Sint_Niklaas" 205 61 1389 26.37339 41786 74 353 80
"Vlaams_Gewest" "Oost_Vlaanderen" "Stekene" 215 6 241 27.93672 9770 319 67 9
"Vlaams_Gewest" "Oost_Vlaanderen" "Temse" 210 9 506 28.17861 15505 81 129 26
"Vlaams_Gewest" "Limburg" "As" 209 0 90 27.60707 4290 112 30 8
"Vlaams_Gewest" "Limburg" "Beringen" 176.25 14 547 25.93459 23279 28 188 26
"Vlaams_Gewest" "Limburg" "Diepenbeek" 212 5 188 28.9699 10173 174 70 16
"Vlaams_Gewest" "Limburg" "Genk" 190 68 1026 24.42416 36258 85 255 43
"Vlaams_Gewest" "Limburg" "Gingelom" 148.2 0 74 27.33814 4569 327 25 4
"Vlaams_Gewest" "Limburg" "Halen" 162.5 1 52 27.2116 5124 30 60 8
"Vlaams_Gewest" "Limburg" "Hasselt" 220 72 1439 27.79443 44591 36 384 117
"Vlaams_Gewest" "Limburg" "Herk_de_Stad" 185 0 158 27.76329 6932 476 71 20
"Vlaams_Gewest" "Limburg" "Leopoldsburg" 165 8 218 25.27325 8605 49 36 9
"Vlaams_Gewest" "Limburg" "Lummen" 192.5 2 155 28.25946 8072 85 92 12
"Vlaams_Gewest" "Limburg" "Nieuwerkerken_Hasselt" 180 1 61 26.30179 3889 65 30 2
"Vlaams_Gewest" "Limburg" "Opglabbeek" 226.5 5 152 26.9969 5405 23 102 11
"Vlaams_Gewest" "Limburg" "Sint_Truiden" 180 41 600 25.67534 23789 43 154 28
"Vlaams_Gewest" "Limburg" "Tessenderlo" 198.5 7 243 28.63898 10053 276 99 17
"Vlaams_Gewest" "Limburg" "Zonhoven" 195.5 6 306 27.46502 11605 98 115 22
"Vlaams_Gewest" "Limburg" "Zutendaal" 183 0 96 27.40993 3978 94 35 8
"Vlaams_Gewest" "Limburg" "Ham" 189 0 99 27.61076 5660 43 37 7
"Vlaams_Gewest" "Limburg" "Heusden_Zolder" 180 9 433 25.98673 17267 49 136 26
"Vlaams_Gewest" "Limburg" "Bocholt" 182.25 1 120 24.69791 6922 182 80 12
"Vlaams_Gewest" "Limburg" "Bree" 182 20 160 25.8433 8609 63 117 9
"Vlaams_Gewest" "Limburg" "Kinrooi" 185 1 118 25.04639 6593 76 73 13
"Vlaams_Gewest" "Limburg" "Lommel" 185 36 355 26.03393 18368 61 146 27
"Vlaams_Gewest" "Limburg" "Maaseik" 195 15 318 26.26625 13743 179 112 20
"Vlaams_Gewest" "Limburg" "Neerpelt" 180 3 174 26.49475 9159 131 77 12
"Vlaams_Gewest" "Limburg" "Overpelt" 177.5 4 160 27.28692 7453 72 138 13
"Vlaams_Gewest" "Limburg" "Peer" 182.5 7 147 26.11856 9050 60 96 12
"Vlaams_Gewest" "Limburg" "Hamont_Achel" 190 4 147 24.59736 7792 70 106 18
"Vlaams_Gewest" "Limburg" "Hechtel_Eksel" 204.5 0 137 26.30576 6488 62 63 8
"Vlaams_Gewest" "Limburg" "Houthalen_Helchteren" 190 13 440 24.8877 16670 74 133 12
"Vlaams_Gewest" "Limburg" "Meeuwen_Gruitrode" 185 3 103 26.52929 6900 156 83 9
"Vlaams_Gewest" "Limburg" "Dilsen_Stokkem" 175 2 271 24.85484 10964 47 127 22
"Vlaams_Gewest" "Limburg" "Alken" 216 2 125 28.84731 6274 96 62 10
"Vlaams_Gewest" "Limburg" "Bilzen" 194.75 8 354 25.9604 17572 41 154 24
"Vlaams_Gewest" "Limburg" "Borgloon" 165 1 110 26.45343 6011 169 50 14
"Vlaams_Gewest" "Limburg" "Heers" 150 2 56 25.64703 4000 68 20 8
"Vlaams_Gewest" "Limburg" "Herstappe" 157 0 0 25.98618 57 42 1 0
"Vlaams_Gewest" "Limburg" "Hoeselt" 188 3 124 26.56121 5438 1 68 15
"Vlaams_Gewest" "Limburg" "Kortessem" 170 1 65 27.58164 4696 57 43 8
"Vlaams_Gewest" "Limburg" "Lanaken" 202.5 17 355 26.69634 14331 38 125 16
"Vlaams_Gewest" "Limburg" "Riemst" 170 3 181 26.24951 9064 137 90 10
"Vlaams_Gewest" "Limburg" "Tongeren" 157.5 38 414 26.11558 17925 99 154 25
"Vlaams_Gewest" "Limburg" "Wellen" 205 1 62 27.17604 4130 188 39 7
"Vlaams_Gewest" "Limburg" "Maasmechelen" 175 32 612 23.20632 20745 28 128 14
"Vlaams_Gewest" "Limburg" "Voeren" 181 0 35 25.5727 2343 244 15 4
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Anderlecht" 275 66 3742 20.16814 56594 490 462 52
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Oudergem" 407.5 11 489 29.91983 16533 120 119 31
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Sint_Agatha_Berchem" 300 19 449 25.95751 12206 75 72 13
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Brussel" 325 69 9496 21.94821 80260 1853 870 108
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Etterbeek" 440 21 1305 24.86901 21931 234 201 26
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Evere" 310 4 625 23.70758 19264 142 110 21
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Vorst_Brussel_Hoofdstad" 393.5 3 1218 23.42061 28027 155 260 39
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Ganshoren" 285 1 430 24.49804 13308 77 71 14
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Elsene" 590 50 3129 25.44437 42012 650 450 73
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Jette" 300 14 1024 23.71174 26748 167 134 21
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Koekelberg" 273 0 497 22.02946 10668 75 63 9
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Sint_Jans_Molenbeek" 270 10 2566 19.39141 43131 322 231 38
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Sint_Gillis" 400 13 1860 20.05164 24545 406 204 35
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Sint_Joost_ten_Node" 285 3 1245 16.73867 12172 181 56 8
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Schaarbeek" 365 21 3049 21.0295 60489 537 398 74
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Ukkel" 421 41 2481 31.87133 40845 351 431 90
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Watermaal_Bosvoorde" 450 3 346 30.1841 13968 87 98 30
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Sint_Lambrechts_Woluwe" 470 30 858 29.36429 26090 211 145 44
"Brussels_Hoofdstedelijk_Gewest" "Brussels_area" "Sint_Pieters_Woluwe" 477.5 12 480 35.71073 19106 114 124 38
"Waals_Gewest" "Brabant_Wallon" "Bevekom" 270 1 74 33.88703 3602 33 32 7
"Waals_Gewest" "Brabant_Wallon" "Eigenbrakel" 280 29 555 31.60264 21740 130 192 57
"Waals_Gewest" "Brabant_Wallon" "Kasteelbrakel" 237 1 180 30.22533 5449 33 69 15
"Waals_Gewest" "Brabant_Wallon" "Chaumont_Gistoux" 332.5 0 169 36.68866 6044 44 41 15
"Waals_Gewest" "Brabant_Wallon" "Court_Saint_Etienne" 260 3 106 31.82673 5231 28 44 14
"Waals_Gewest" "Brabant_Wallon" "Genepiën" 238 9 217 30.55003 8109 47 90 20
"Waals_Gewest" "Brabant_Wallon" "Graven" 250 2 226 33.85443 6905 43 72 14
"Waals_Gewest" "Brabant_Wallon" "Incourt" 272 0 60 31.28248 2574 13 35 6
"Waals_Gewest" "Brabant_Wallon" "Itter" 222.5 0 92 30.85874 3482 25 44 12
"Waals_Gewest" "Brabant_Wallon" "Geldenaken" 185 11 220 28.60518 7397 55 70 13
"Waals_Gewest" "Brabant_Wallon" "Terhulpen" 350 1 160 34.33013 3950 41 42 11
"Waals_Gewest" "Brabant_Wallon" "Mont_Saint_Guibert" 225 0 141 33.35117 3707 22 42 8
"Waals_Gewest" "Brabant_Wallon" "Nijvel" 235 39 532 29.09704 15588 118 160 30
"Waals_Gewest" "Brabant_Wallon" "Perwijs-Nijvel" 240 2 121 30.18942 4329 30 41 12
"Waals_Gewest" "Brabant_Wallon" "Rixensart" 330 2 372 34.37144 11843 79 124 27
"Waals_Gewest" "Brabant_Wallon" "Tubeke" 213.5 13 275 25.59885 13235 86 87 21
"Waals_Gewest" "Brabant_Wallon" "Villers_la_Ville" 228.5 0 94 31.07657 5464 21 41 14
"Waals_Gewest" "Brabant_Wallon" "Waterloo" 290 36 774 35.68384 15063 148 125 46
"Waals_Gewest" "Brabant_Wallon" "Waver" 265 43 908 29.88957 18893 178 212 35
"Waals_Gewest" "Brabant_Wallon" "Chastre" 242 0 55 32.65875 3645 10 32 14
"Waals_Gewest" "Brabant_Wallon" "Hélécine" 177.5 0 27 29.37788 1783 15 9 1
"Waals_Gewest" "Brabant_Wallon" "Lasne" 420 0 320 41.79354 7191 59 89 23
"Waals_Gewest" "Brabant_Wallon" "Orp_Jauche" 199.95 1 84 29.83008 4447 24 36 5
"Waals_Gewest" "Brabant_Wallon" "Ottignies_Louvain_la_Neuve" 295 29 375 29.74024 16602 109 137 37
"Waals_Gewest" "Brabant_Wallon" "Ramillies" 219.5 0 46 31.04711 3167 14 35 8
"Waals_Gewest" "Brabant_Wallon" "Rebecq" 187.5 0 115 27.57904 5886 26 32 7
"Waals_Gewest" "Brabant_Wallon" "Walhain" 262.5 0 82 34.26574 3354 18 31 10
"Waals_Gewest" "Hainaut" "Aat" 150 23 286 26.04817 16372 133 104 33
"Waals_Gewest" "Hainaut" "Beloeil" 140 0 170 24.37582 7838 80 61 13
"Waals_Gewest" "Hainaut" "Bernissart" 110 0 118 22.78792 6616 54 33 13
"Waals_Gewest" "Hainaut" "Brugelette" 115 0 36 25.69274 1892 17 16 3
"Waals_Gewest" "Hainaut" "Chièvres" 150 1 49 26.25697 3631 22 19 6
"Waals_Gewest" "Hainaut" "Elzele" 155 1 48 25.59066 3351 27 24 12
"Waals_Gewest" "Hainaut" "Vloesberg" 172.5 0 32 26.44434 1929 21 20 2
"Waals_Gewest" "Hainaut" "Frasnes_lez_Anvaing" 150 0 79 25.47086 6393 53 39 13
"Waals_Gewest" "Hainaut" "Chapelle_lez_Herlaimont" 130 2 145 22.12721 8350 42 44 7
"Waals_Gewest" "Hainaut" "Charleroi" 110 133 3472 20.44818 117408 898 606 81
"Waals_Gewest" "Hainaut" "Châtelet" 111.5 14 379 20.69411 20783 114 108 17
"Waals_Gewest" "Hainaut" "Courcelles" 116.5 9 320 22.46501 17297 91 89 15
"Waals_Gewest" "Hainaut" "Farciennes" 92.5 0 90 20.06975 5864 36 29 4
"Waals_Gewest" "Hainaut" "Fleurus" 130 5 286 22.89467 12988 98 146 11
"Waals_Gewest" "Hainaut" "Fontaine_l’Evêque" 115 3 144 22.13429 9909 61 47 8
"Waals_Gewest" "Hainaut" "Gerpinnes" 146 14 160 30.83954 6948 54 40 14
"Waals_Gewest" "Hainaut" "Manage" 127.5 3 227 22.50847 12866 66 76 10
"Waals_Gewest" "Hainaut" "Pont_à_Celles" 149.5 0 89 27.78938 9322 36 86 15
"Waals_Gewest" "Hainaut" "Seneffe" 194 1 161 27.86042 6106 48 27 13
"Waals_Gewest" "Hainaut" "Aiseau_Presles" 125 3 88 23.78928 5958 34 48 6
"Waals_Gewest" "Hainaut" "LesBonsVillers" 190 0 107 29.02912 5040 27 31 9
"Waals_Gewest" "Hainaut" "Boussu" 100 29 264 20.41453 11840 86 41 12
"Waals_Gewest" "Hainaut" "Dour" 100 2 171 21.4294 9864 57 41 11
"Waals_Gewest" "Hainaut" "Frameries" 100 4 214 22.39466 12219 71 64 14
"Waals_Gewest" "Hainaut" "Hensies" 111 0 79 23.01611 3731 37 14 7
"Waals_Gewest" "Hainaut" "Jurbeke" 150 0 78 31.84981 5031 24 22 14
"Waals_Gewest" "Hainaut" "Lens" 141.25 0 40 26.84513 2244 21 11 6
"Waals_Gewest" "Hainaut" "Bergen" 126.525 82 1575 23.57829 52574 481 239 81
"Waals_Gewest" "Hainaut" "Quaregnon" 100 0 212 20.34804 10848 69 23 7
"Waals_Gewest" "Hainaut" "Quiévrain" 87.75 11 134 21.15991 3821 47 19 5
"Waals_Gewest" "Hainaut" "Saint_Ghislain" 135 7 310 24.0804 13548 107 95 23
"Waals_Gewest" "Hainaut" "Colfontaine" 100 1 166 19.97888 11494 54 25 5
"Waals_Gewest" "Hainaut" "Honnelles" 111.352 0 44 25.62662 2787 35 21 7
"Waals_Gewest" "Hainaut" "Quévy" 118.125 0 67 27.55089 4450 47 23 11
"Waals_Gewest" "Hainaut" "Moeskroen" 135 25 1038 22.59233 30814 369 368 31
"Waals_Gewest" "Hainaut" "Komen_Waasten" 133.75 6 184 22.10279 9884 116 70 14
"Waals_Gewest" "Hainaut" "sGravenbrakel" 180 4 271 27.3464 11854 83 65 21
"Waals_Gewest" "Hainaut" "Edingen" 182.5 2 129 28.70572 7226 47 39 14
"Waals_Gewest" "Hainaut" "LaLouvière" 115 58 1095 21.94653 44858 292 198 42
"Waals_Gewest" "Hainaut" "Lessen" 135 7 184 24.80058 10567 80 60 17
"Waals_Gewest" "Hainaut" "Opzullik" 195 0 64 31.09135 4374 135 97 32
"Waals_Gewest" "Hainaut" "Zinnik" 155 18 259 26.87235 14241 24 26 5
"Waals_Gewest" "Hainaut" "Ecaussinnes" 150 0 60 25.67462 5918 38 29 11
"Waals_Gewest" "Hainaut" "Anderlues" 130 14 180 21.64483 6864 47 31 7
"Waals_Gewest" "Hainaut" "Beaumont" 135 1 68 23.86998 3807 41 39 7
"Waals_Gewest" "Hainaut" "Binche" 125 10 372 22.65488 19383 139 107 20
"Waals_Gewest" "Hainaut" "Chimay" 125 8 91 21.17302 5642 56 62 17
"Waals_Gewest" "Hainaut" "Erquelinnes" 101.25 7 106 22.01533 5385 57 28 12
"Waals_Gewest" "Hainaut" "Lobbes" 147.5 1 41 27.39203 3104 8 19 5
"Waals_Gewest" "Hainaut" "Merbes_le_Château" 103 0 32 23.93846 2186 18 16 9
"Waals_Gewest" "Hainaut" "Momignies" 130 0 33 19.62927 2987 67 46 22
"Waals_Gewest" "Hainaut" "Thuin" 130 9 126 27.12855 8317 19 10 4
"Waals_Gewest" "Hainaut" "Estinnes" 130 0 73 25.5592 4232 37 22 8
"Waals_Gewest" "Hainaut" "Ham_sur_Heure_Nalinnes" 169 2 120 31.21276 7591 58 32 11
"Waals_Gewest" "Hainaut" "Morlanwelz" 113.75 7 170 22.27032 11181 64 67 7
"Waals_Gewest" "Hainaut" "Sivry_Rance" 130 0 43 22.81049 2693 30 14 10
"Waals_Gewest" "Hainaut" "Antoing" 139 0 41 22.72067 4497 31 23 7
"Waals_Gewest" "Hainaut" "Celles_Doornik" 162.5 0 31 25.11152 3070 26 19 4
"Waals_Gewest" "Hainaut" "Estaimpuis" 159.5 0 99 25.24404 5366 49 34 5
"Waals_Gewest" "Hainaut" "Pecq" 156.5 0 58 25.96567 2892 37 26 5
"Waals_Gewest" "Hainaut" "Péruwelz" 122.5 12 195 22.79409 9474 82 49 20
"Waals_Gewest" "Hainaut" "Rumes" 147.5 0 44 24.57466 2904 23 11 5
"Waals_Gewest" "Hainaut" "Doornik" 150 66 1127 24.53314 40412 417 308 68
"Waals_Gewest" "Hainaut" "Brunehaut" 140 0 64 24.51998 4405 37 28 2
"Waals_Gewest" "Hainaut" "Leuze_en_Hainaut" 133 5 141 24.70748 7823 61 53 13
"Waals_Gewest" "Hainaut" "Mont_de_l’Enclus" 165 0 38 25.67789 1924 18 25 5
"Waals_Gewest" "Liege" "Amay" 135.85 5 150 24.21097 7855 43 35 4
"Waals_Gewest" "Liege" "Burdinne" 170 0 25 29.44775 1617 3 12 11
"Waals_Gewest" "Liege" "Clavier" 185 0 39 27.06768 2430 14 30 10
"Waals_Gewest" "Liege" "Ferrières" 215 0 56 26.70289 2586 35 26 10
"Waals_Gewest" "Liege" "Hamoir" 160 0 50 24.20156 2141 22 23 7
"Waals_Gewest" "Liege" "Héron" 200 0 36 28.29198 2572 6 12 6
"Waals_Gewest" "Liege" "Hoei" 145 37 380 23.54469 12639 136 75 22
"Waals_Gewest" "Liege" "Marchin" 155 0 31 26.39823 2954 17 23 8
"Waals_Gewest" "Liege" "Modave" 147.5 0 64 28.70396 2085 18 21 3
"Waals_Gewest" "Liege" "Nandrin" 200 0 75 33.68786 3179 29 27 10
"Waals_Gewest" "Liege" "Ouffet" 150 0 31 26.64364 1484 8 15 6
"Waals_Gewest" "Liege" "Verlaine" 202.5 1 47 30.0766 1981 9 23 5
"Waals_Gewest" "Liege" "Villers_Le_Bouillet" 157.45 1 84 28.047 3434 19 55 2
"Waals_Gewest" "Liege" "Wanze" 175 5 161 27.92112 7358 45 52 13
"Waals_Gewest" "Liege" "Anthisnes" 177.5 0 37 28.59293 2296 12 25 8
"Waals_Gewest" "Liege" "Engis" 140 1 96 23.79255 3187 19 32 2
"Waals_Gewest" "Liege" "Tinlot" 185 1 29 29.7038 1333 14 16 2
"Waals_Gewest" "Liege" "Ans" 151 12 506 24.22395 16546 138 135 19
"Waals_Gewest" "Liege" "Awans" 165 10 171 28.32516 5052 53 38 15
"Waals_Gewest" "Liege" "Aywaille" 155 10 185 25.17634 6502 81 61 18
"Waals_Gewest" "Liege" "Bitsingen" 168 1 101 25.52404 4956 27 42 16
"Waals_Gewest" "Liege" "Beyne_Heusay" 130 2 131 24.03963 6853 41 26 10
"Waals_Gewest" "Liege" "Chaudfontaine" 182.5 2 308 32.29397 12237 90 94 26
"Waals_Gewest" "Liege" "Comblain_au_Pont" 129.25 0 46 22.9977 3222 26 22 5
"Waals_Gewest" "Liege" "Dalhem" 230 0 67 29.66104 3792 28 46 6
"Waals_Gewest" "Liege" "Esneux" 200 1 205 29.03208 7939 66 64 23
"Waals_Gewest" "Liege" "Fléron" 175 16 218 24.50449 9429 58 43 17
"Waals_Gewest" "Liege" "Herstal" 132.5 30 702 21.41414 22329 131 236 26
"Waals_Gewest" "Liege" "Juprelle" 175 0 77 29.18614 4892 30 35 11
"Waals_Gewest" "Liege" "Luik" 145 146 4536 21.81237 114392 1168 728 176
"Waals_Gewest" "Liege" "Oupeye" 156.55 10 307 24.75399 13964 87 90 17
"Waals_Gewest" "Liege" "Saint_Nicolas_Luik" 120 1 222 20.88363 13099 67 61 11
"Waals_Gewest" "Liege" "Seraing" 125 43 922 21.17225 36583 261 165 33
"Waals_Gewest" "Liege" "Soumagne" 160 12 210 26.52329 9004 61 61 16
"Waals_Gewest" "Liege" "Sprimont" 205.725 5 160 29.43944 7476 71 88 23
"Waals_Gewest" "Liege" "Wezet" 180 4 332 24.95978 9760 89 70 14
"Waals_Gewest" "Liege" "Grâce_Hollogne" 150 1 326 22.76334 12611 93 95 13
"Waals_Gewest" "Liege" "Blégny" 147.5 0 156 28.9367 7380 54 85 9
"Waals_Gewest" "Liege" "Flémalle" 130 11 300 23.40981 14598 84 87 13
"Waals_Gewest" "Liege" "Neupré" 190 7 143 34.53436 5490 42 34 17
"Waals_Gewest" "Liege" "Trooz" 159 0 67 25.72432 4472 23 40 11
"Waals_Gewest" "Liege" "Amel" 135 0 27 24.5414 2800 26 51 10
"Waals_Gewest" "Liege" "Aubel" 250 1 56 27.04123 2364 31 26 11
"Waals_Gewest" "Liege" "Baelen" 169.5 7 65 26.66545 2341 17 27 2
"Waals_Gewest" "Liege" "Büllingen" 142.5 1 26 25.81942 2627 45 54 12
"Waals_Gewest" "Liege" "Bütgenbach" 130 0 37 24.47093 2847 56 53 7
"Waals_Gewest" "Liege" "Dison" 139 6 167 20.37359 8084 36 61 7
"Waals_Gewest" "Liege" "Eupen" 185 13 263 26.26499 10582 98 132 36
"Waals_Gewest" "Liege" "Herve" 190 4 229 27.23961 9499 87 144 21
"Waals_Gewest" "Liege" "Jalhay" 219.5 0 102 28.84906 4603 68 37 13
"Waals_Gewest" "Liege" "Kelmis" 185 2 102 24.42455 5706 46 36 7
"Waals_Gewest" "Liege" "Lierneux" 150 0 29 24.45457 1925 13 19 6
"Waals_Gewest" "Liege" "Limburg" 140 0 58 25.2698 3227 24 38 5
"Waals_Gewest" "Liege" "Lontzen" 196.875 0 61 26.11148 2947 25 25 6
"Waals_Gewest" "Liege" "Malmedy" 160 17 142 24.71983 6946 97 78 8
"Waals_Gewest" "Liege" "Olne" 245 0 29 32.48585 2110 10 19 9
"Waals_Gewest" "Liege" "Pepinster" 158.5 0 105 24.91352 5423 32 56 11
"Waals_Gewest" "Liege" "Raeren" 212.5 0 98 29.04346 5504 31 69 13
"Waals_Gewest" "Liege" "SanktVith" 175 4 46 26.14665 4934 71 96 26
"Waals_Gewest" "Liege" "Spa" 190 13 203 23.58864 6647 95 29 13
"Waals_Gewest" "Liege" "Stavelot" 160 2 108 24.1301 3973 64 38 10
"Waals_Gewest" "Liege" "Stoumont" 180 0 22 27.5718 1674 17 16 7
"Waals_Gewest" "Liege" "Theux" 190 1 117 27.83576 6737 43 80 18
"Waals_Gewest" "Liege" "Verviers" 145 48 981 21.70561 31502 235 222 57
"Waals_Gewest" "Liege" "Weismes" 192 0 83 24.15776 3883 56 48 6
"Waals_Gewest" "Liege" "Welkenraedt" 185 1 98 25.26439 5494 36 58 17
"Waals_Gewest" "Liege" "Trois_Ponts" 155 1 34 24.17577 1451 24 13 1
"Waals_Gewest" "Liege" "Burg_Reuland" 187 0 15 24.22704 2089 32 44 2
"Waals_Gewest" "Liege" "Plombières" 170 0 88 24.95849 5367 39 53 8
"Waals_Gewest" "Liege" "Thimister_Clermont" 242.75 0 75 29.51914 2824 16 68 7
"Waals_Gewest" "Liege" "Berloz" 168.25 0 23 28.95578 1602 7 9 1
"Waals_Gewest" "Liege" "Braives" 169.5 0 38 28.51203 3215 17 16 4
"Waals_Gewest" "Liege" "Crisnée" 200 0 43 29.55883 1646 21 12 6
"Waals_Gewest" "Liege" "Donceel" 175.5 0 21 30.84542 1639 11 9 4
"Waals_Gewest" "Liege" "Fexhe_le_Haut_Clocher" 140 0 40 27.95476 1787 12 12 8
"Waals_Gewest" "Liege" "Geer" 227.1 0 34 30.25876 1613 7 18 5
"Waals_Gewest" "Liege" "Hannuit" 197.5 17 199 28.23242 8414 61 70 18
"Waals_Gewest" "Liege" "Lijsem" 175 0 28 28.31054 1777 8 7 4
"Waals_Gewest" "Liege" "Oerle" 195 0 52 28.08907 2052 19 18 5
"Waals_Gewest" "Liege" "Remicourt" 165 0 55 29.10313 3017 14 31 5
"Waals_Gewest" "Liege" "Saint_Georges_sur_Meuse" 130 3 74 24.36518 3800 34 25 3
"Waals_Gewest" "Liege" "Borgworm" 195 21 191 26.22192 8865 57 59 13
"Waals_Gewest" "Liege" "Wasseiges" 199.5 0 29 27.02489 1440 7 9 5
"Waals_Gewest" "Liege" "Faimes" 220 0 37 30.40649 2001 6 12 2
"Waals_Gewest" "Luxembourg" "Aarlen" 225 32 304 33.65163 14882 145 62 23
"Waals_Gewest" "Luxembourg" "Attert" 215 0 14 40.76208 2322 10 5 2
"Waals_Gewest" "Luxembourg" "Aubange" 171 7 150 27.80837 8304 65 45 9
"Waals_Gewest" "Luxembourg" "Martelange" 140 0 12 27.10675 885 10 3 1
"Waals_Gewest" "Luxembourg" "Messancy" 187.5 19 70 35.60139 4013 29 12 5
"Waals_Gewest" "Luxembourg" "Bastenaken" 160 25 144 24.7471 8000 90 50 27
"Waals_Gewest" "Luxembourg" "Bertogne" 160 0 23 24.9053 1619 17 9 9
"Waals_Gewest" "Luxembourg" "Fauvillers" 125 0 14 28.59257 1096 9 9 3
"Waals_Gewest" "Luxembourg" "Houffalize" 127.5 0 43 23.21836 2816 61 30 9
"Waals_Gewest" "Luxembourg" "Vielsalm" 132 2 80 23.63024 4318 65 37 12
"Waals_Gewest" "Luxembourg" "Vaux_sur_Sûre" 177.5 0 19 26.17721 2516 20 16 16
"Waals_Gewest" "Luxembourg" "Gouvy" 135 1 38 23.22464 2615 15 26 10
"Waals_Gewest" "Luxembourg" "Sainte_Ode" 162.5 0 19 24.11546 1320 13 12 8
"Waals_Gewest" "Luxembourg" "Durbuy" 161.5 3 148 22.86057 6312 117 59 17
"Waals_Gewest" "Luxembourg" "Erezée" 153.5 0 44 23.59593 1708 25 13 4
"Waals_Gewest" "Luxembourg" "Hotton" 139.5 1 92 23.67961 2809 40 36 6
"Waals_Gewest" "Luxembourg" "LaRoche_en_Ardenne" 145 0 68 21.98067 2566 85 18 7
"Waals_Gewest" "Luxembourg" "Marche_en_Famenne" 147.5 33 277 23.78098 9800 86 75 23
"Waals_Gewest" "Luxembourg" "Nassogne" 130 1 53 25.10284 2835 21 16 4
"Waals_Gewest" "Luxembourg" "Rendeux" 137.5 0 32 22.60382 1368 40 13 3
"Waals_Gewest" "Luxembourg" "Tenneville" 140 1 28 24.61431 1480 15 14 8
"Waals_Gewest" "Luxembourg" "Manhay" 199.25 0 49 24.06028 1912 23 29 5
"Waals_Gewest" "Luxembourg" "Bertrix" 130 2 77 23.35633 4771 48 45 13
"Waals_Gewest" "Luxembourg" "Bouillon" 90.001 3 68 21.39726 3227 124 40 3
"Waals_Gewest" "Luxembourg" "Daverdisse" 166 0 6 24.01005 777 8 9 1
"Waals_Gewest" "Luxembourg" "Herbeumont" 130 0 10 23.80705 894 10 3 0
"Waals_Gewest" "Luxembourg" "Léglise" 189 0 28 27.8207 2264 13 19 10
"Waals_Gewest" "Luxembourg" "Libin" 152.5 0 50 25.5682 2672 27 33 4
"Waals_Gewest" "Luxembourg" "Neufchâteau_Neufchâteau" 140 2 68 25.4256 3732 46 35 6
"Waals_Gewest" "Luxembourg" "Paliseul" 138 0 38 23.56843 2812 29 25 6
"Waals_Gewest" "Luxembourg" "Saint_Hubert" 125 1 63 23.97983 3254 47 22 6
"Waals_Gewest" "Luxembourg" "Tellin" 158.75 0 21 25.04479 1344 19 9 4
"Waals_Gewest" "Luxembourg" "Wellin" 167.5 1 27 23.42415 1644 11 11 3
"Waals_Gewest" "Luxembourg" "Libramont_Chevigny" 175 31 73 27.6459 5425 35 49 20
"Waals_Gewest" "Luxembourg" "Chiny" 125 0 29 25.25883 2825 33 20 3
"Waals_Gewest" "Luxembourg" "Etalle" 168.75 0 21 35.29094 2623 11 24 9
"Waals_Gewest" "Luxembourg" "Florenville" 112.5 9 71 22.65838 3211 57 31 17
"Waals_Gewest" "Luxembourg" "Meix_devant_Virton" 122.5 0 15 25.76771 1444 6 12 2
"Waals_Gewest" "Luxembourg" "Musson" 175 0 31 29.0532 2184 14 8 4
"Waals_Gewest" "Luxembourg" "Saint_Léger_Virton" 130 0 16 32.57468 1655 5 5 4
"Waals_Gewest" "Luxembourg" "Tintigny" 174.5 0 25 27.49989 1930 12 16 6
"Waals_Gewest" "Luxembourg" "Virton" 120 9 102 25.96458 6092 59 47 12
"Waals_Gewest" "Luxembourg" "Habay" 165.5 2 42 32.51791 4073 29 26 3
"Waals_Gewest" "Luxembourg" "Rouvroy" 113.25 0 11 25.48164 1083 11 8 2
"Waals_Gewest" "Namur" "Anhée" 147.5 0 84 23.74434 4024 48 35 10
"Waals_Gewest" "Namur" "Beauraing" 120 14 124 23.17201 4866 49 32 12
"Waals_Gewest" "Namur" "Bièvre" 170 1 31 21.69498 1854 13 24 5
"Waals_Gewest" "Namur" "Ciney" 147.5 22 261 24.65516 8981 77 63 26
"Waals_Gewest" "Namur" "Dinant" 125 24 245 22.37637 7929 95 51 13
